ID,ID Centro de Distribución,ID Solicitante,ID Laboratorio,Nombre,Nombre Generado,Características,ID Forma Farmacéutica,Cantidad,ID Medida Peso/Tamaño,ID Tipo Empaque,Talla/Capacidad,Calibre/Grosor/Diámetro,Descripción Oferta Especial,Vencimiento Registro Sanitario,Número Registro Sanitario,Código de Barras,ID Tipo de Impuesto,ID Clasificación,Es Controlado,Es Refrigerado,Uso Hospitalario,Requiere Receta Retenida,Uso Crónico,Para Farmacias Propias,Para Farmacias Independientes,Para Uso Institucional/Hospitalario,Es Ruteado,Para Venta al por Mayor,Para Autoservicio,Es Borrador,Activo
263,,,,MEDRIX ,LAFAGE  MEDRIX  CONTROLA NIVELES DE COLESTEROL EN SANGRE. 30G TABLETA RECUBIERTA CAJA,CONTROLA NIVELES DE COLESTEROL EN SANGRE.,,30,,,,,,2030-04-22,66755,7 401156 655114,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,
264,,,,Enjuague Bucal Colgate Plax Ice 500ml,"ENJUAGUE BUCAL COLGATE PLAX ICE 500ML AYUDA A CONTROLAR EL MAL ALIENTO MIENTRAS ELININA HASTA 99,9% DE LAS BACTERIAS. IDEAL PARA UNA BUENA HIGIENE BUCAL DESPUÉS DEL CEPILLADO. 1ML ENJUAGUE BUCAL BOTE","Ayuda a controlar el mal aliento mientras elinina hasta 99,9% de las bacterias. Ideal para una buena higiene bucal después del cepillado.",,1,,,,,,2026-10-07,PT-54886,7.89102E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,
265,,,,Zetawin Solución oral,ZETAWIN SOLUCIÓN ORAL CAJA X 50 STICKPACK TEXCOTE CALIBRE 12 50L SOLUCION ORAL DISPENSADOR 12.5CM * 12.5CM (N/A.),Caja x 50 stickpack,,50,,,12.5cm * 12.5cm,Texcote calibre 12,N/A.,2029-05-08,PF-65229-2024,7 406137 004882,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
266,,,,Curitas Transpiel ,CURITAS TRANSPIEL  RESISTENTE AL AGUA CON BARRERA ANTI-BACTERIAL  100UNIDAD PARCHE CAJA,Resistente al agua con barrera anti-bacterial ,,100,,,,,,2030-05-16,PMQ-19127,7.702E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
267,,,,AGEFEN FORTE,ALDO UNION AGEFEN FORTE SOBRES BEBIBLES  10ML SOBRE BEB SOBRES 100 (3+2 OFERTA POR INTRODUCCION),SOBRES BEBIBLES ,,10,,,100,,3+2 OFERTA POR INTRODUCCION,2026-07-07,PF59642-2021,7.40111E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
268,,,,GENACOL DUOPACK,"INNFARMA GENACOL DUOPACK COLÁGENO HIDROLIZADO, PRESENTACIÓN CÁPSULAS 180UNIDAD CAPSULA BOTE 2 BOTES DE 90 CÁPSULAS (DUOPACK, 2 BOTES DE 90 CÁPSULAS ATADOS CON CINTA PROMOCIONAL)","Colágeno hidrolizado, presentación cápsulas",,180,,,2 botes de 90 cápsulas,,"Duopack, 2 botes de 90 cápsulas atados con cinta promocional",2027-07-05,RMG-F028105072012,7.4012E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,
269,,,,LIFTACTIVE B3 OJOS 15 ML,LIFTACTIVE B3 OJOS 15 ML CORRIGE LOS TIPOS DE MANCHAS ALREDEDOR DE LOS OJOS  1ML CREMA FRASCO 15 ML,CORRIGE LOS TIPOS DE MANCHAS ALREDEDOR DE LOS OJOS ,,1,,,15 ML,,,2030-07-01,PT 130434,3.33788E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
270,,,,Dwny Pureza  730ML,DWNY PUREZA  730ML 1 OTROS (RUTEO) BOTE,,,1,,,,,,2026-03-17,9035,7.50044E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
271,,,,PREVASOL,"PREVASOL TAMSULOSINA 0.4MG
 30 TABLETA CAJA","Tamsulosina 0.4mg
",,30,,,,,,2029-07-22,21906,19006602507,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
272,,,,Setrasec Dia * 6 Tabletas Recubiertas ,SETRASEC DIA * 6 TABLETAS RECUBIERTAS  CAJA * 6 TABLETAS RECUBIERTAS  1UNIDAD TABLETA RECUBIERTA CAJA,caja * 6 tabletas recubiertas ,,1,,,,,,2030-01-17,PF-66288-2025,7.4011E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,
273,,,,Sidra Espumosa Wells Fruit Punch,ALZA SIDRA ESPUMOSA WELLS FRUIT PUNCH 750ML OTROS (RUTEO) FRASCO,,,750,,,,,,2026-08-31,B-24680,7.40101E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
274,,,,ProBar Caramelo Salteado,PROBAR CARAMELO SALTEADO BARRITA DE PROTEINA 12 BARRA CAJA,Barrita de proteina,,12,,,,,,2030-03-24,151504,8.5003E+11,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
275,,,,SPEDRA 200MG,"SPEDRA 200MG SPEDRA ES UN TRATAMIENTO PARA VARONES ADULTOS QUE PADECEN DISFUNCIÓN ERÉCTIL (TAMBIÉN CONOCIDA COMO IMPOTENCIA). 
AVANAFILO 200MG 4DOSIS COMPRIMIDO CAJA","Spedra es un tratamiento para varones adultos que padecen disfunción eréctil (también conocida como impotencia). 
AVANAFILO 200MG",,4,,,,,,2029-10-18,PF-65992-2024,7.40605E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
276,,,,RODIXABAN 20 MG,CTRL RODIXABAN 20 MG 15 TABLETA RECUBIERTA CAJA,,,15,,,,,,2029-11-21,RMG-F133921112024,7.41E+12,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
277,,,,GEL FIJADOR PARA CABELLO,BARBER STYLE GEL FIJADOR PARA CABELLO FOR MEN VITAMINAS 1LB GEL CAJA 5.18LB,FOR MEN VITAMINAS,,1,,,5.18lb,,,2028-04-19,PT-96358,7.50302E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,
278,,,,STAROLMI 40 MG 30 TAB,STAROLMI 40 MG 30 TAB TABLETAS RECUBIERTAS PARA LA PRESION ARTERIAL 1 TABLETA RECUBIERTA CAJA,TABLETAS RECUBIERTAS PARA LA PRESION ARTERIAL,,1,,,,,,2029-06-11,PF-65379,8.90416E+12,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
279,,,,BARIEDERM FOURREAU CREME  SPF50,URIAGE  BARIEDERM FOURREAU CREME  SPF50 BARIEDERM CREMA REPARADOR CON SPF50 CON COBRE DE ZINC 40ML CREMA FACIAL CAJA 1,BARIEDERM CREMA REPARADOR CON SPF50 CON COBRE DE ZINC,,40,,,1,,,2030-05-27,PT-129757,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
280,,,,Aceite de Onagra + Vitamina E ,ACEITE DE ONAGRA + VITAMINA E  ACEITE DE ONAGRA + VITAMINA E CÁPSULAS BLANDAS 1 CAPSULA GEL BOTE,Aceite de Onagra + Vitamina E cápsulas blandas,,1,,,,,,2030-03-20,PFD-66616-2015,8.436E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,
281,,,,AC-NORM AQUATIC SERUM FREZYDERM,FREZYDERM (GRECIA) AC-NORM AQUATIC SERUM FREZYDERM 1ML CREMA FACIAL CAJA,,,1,,,,,,2030-01-31,PT-127805,5.20289E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
282,,,,CASHITAS MANI JAPONES BOLSA 70G,"CENDALZA, S.A. CASHITAS MANI JAPONES BOLSA 70G MANI JAPONES BOLSA 70G 24G OTROS (RUTEO) BOLSA 70",MANI JAPONES BOLSA 70G,,24,,,70,,,2030-04-24,B-36930,7.60573E+11,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,
283,,,,AC-NORM ACTIVE FOAM PLUS ESPUMA FREZYDERM,FREZYDERM (GRECIA) AC-NORM ACTIVE FOAM PLUS ESPUMA FREZYDERM 1ML ESPUMA CAJA,,,1,,,,,,2030-02-11,PT-127925,5.20289E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
284,,,,HYSEAC SERUM F ,URIAGE  HYSEAC SERUM F  SERUM ANTIIMPERFECCIONES 30ML CREMA FACIAL CAJA 1,SERUM ANTIIMPERFECCIONES,,30,,,1,,,2030-05-27,PT-129760,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
285,,,,FACE SERUM PURE COLLAGEN ,FREZYDERM  (GRECIA) FACE SERUM PURE COLLAGEN  SERUM 30ML CREMA FACIAL CAJA,SERUM,,30,,,,,,2030-01-14,PT-127662,5.20289E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
286,,,,AC-NORM ACTIVE CLEANSER  FREZYDERM,FREZYDERM (GRECIA) AC-NORM ACTIVE CLEANSER  FREZYDERM 1ML LIQUIDO CAJA,,,1,,,,,,2030-02-11,PT-127923,5.20289E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
287,,,,DERMACTÍN,DERMACTÍN INDICADA PARA EL TRATAMIENTO TÓPICO DE LESIONES INFLAMATORIAS DE LA ROSÁCEA. 30G CREMA CAJA 30 GRAMOS,Indicada para el tratamiento tópico de lesiones inflamatorias de la rosácea.,,30,,,30 GRAMOS ,,,2029-12-13,PF-66244-2024,7.404E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,
288,,,,AC-NORM SPOT CARE FREZYDERM,FREZYDERM (GRECIA) AC-NORM SPOT CARE FREZYDERM 1ML CREMA FACIAL CAJA,,,1,,,,,,2030-02-11,PT-127928,5.20289E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
289,,,,GUDSPORT Sport pack x 2 unidades,GUDSPORT SPORT PACK X 2 UNIDADES SPORT PACK. CONTIENE 2 UNIDADES DE GUDSPORT NOSE STRIP. 2 OTROS (RUTEO) DOYPACK,Sport pack. Contiene 2 unidades de Gudsport Nose strip.,,2,,,,,,2027-11-30,40.15281/CAT,8.43662E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
290,,,,Triple P,"LABMAC TRIPLE P POTENCIADOR SEXUAL QUE ESTIMULA LA ENERGÍA Y EL DESEO TANTO EN HOMBRES COMO EN MUJERES.
FORMULADO CON INGREDIENTES NATURALES PARA UNA EXPERIENCIA SEGURA Y EFECTIVA.
AYUDA A MEJORAR EL RENDIMIENTO Y LA SATISFACCIÓN SEXUAL. 500ML LIQUIDO PET","Potenciador sexual que estimula la energía y el deseo tanto en hombres como en mujeres.
Formulado con ingredientes naturales para una experiencia segura y efectiva.
Ayuda a mejorar el rendimiento y la satisfacción sexual.",,500,,,,,,2029-11-20,PFD-66126-2024,7.86211E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
291,,,,VEJICALM PLUS,VEJICALM PLUS . NO 30DOSIS COMPRIMIDO CAJA . (PRODUCTO NUEVO),.,,30,,,.,no,PRODUCTO NUEVO,2030-01-29,PF-66331-2025,8.4363E+13,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
292,,,,Vinicola Presidente Blanco,ALZA VINICOLA PRESIDENTE BLANCO 750ML OTROS (RUTEO) FRASCO,,,750,,,,,,2029-02-20,B-100,7.40101E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
293,,,,Plamodex IBL Suspensión 1g/250mg/5ml x 60 Ml,"PLAMODEX IBL SUSPENSIÓN 1G/250MG/5ML X 60 ML PLAMODEX IBL DUO ES UN JARABE ANTIBIÓTICO QUE COMBINA AMOXICILINA Y SULBACTAM, SE UTILIZA PARA TRATAR DIVERSAS INFECCIONES 24DOSIS SOLUCION ORAL FRASCO 60 ML DIAMETRO DE 405CM3 (PRODUCTO NORMAL)","Plamodex IBL Duo es un jarabe antibiótico que combina amoxicilina y sulbactam, Se utiliza para tratar diversas infecciones",,24,,,60 ml Diametro de 405cm3,,producto normal,2028-01-06,PF 53121,7.8402E+12,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
294,,,,XEMOSE HUILE LAVANTE T,URIAGE  XEMOSE HUILE LAVANTE T ACEITE LIMPIADOR CALMANTE PARA PIELES ATOPICAS 200ML GEL BOTE 1,ACEITE LIMPIADOR CALMANTE PARA PIELES ATOPICAS,,200,,,1,,,2030-05-27,PT129760,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
295,,,, POLVO JB DERMO PROTECT ORIGINAL 100 GRAMOS,"POLVO JB DERMO PROTECT ORIGINAL 100 GRAMOS ES DERMATOLÓGICAMENTE PROBADO, TIENE SUAVIDAD CLÍNICAMENTE PROBADA Y ES LIBRE DE COLORANTES, PARABENOS Y FTALATOS. TRIPLE ACCIÓN: PROTEGE, ALIVIA Y DEJA LA PIEL CONFORTABLE. 1G POLVO BOTE 100","Es dermatológicamente probado, tiene suavidad clínicamente probada y es libre de colorantes, parabenos y ftalatos. Triple acción: protege, alivia y deja la piel confortable.",,1,,,100,,,2025-11-06,116115,7.70203E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
296,,,,Condrox Plus,"CONDROX PLUS TRIPLE ACCIÓN POR LA COMBIACIÓN DE GLUCOSAMINA + 
MELOXICAM PARA ALIVIAR EL DOLOR, REDUCIR LA 
INFLAMACIÓN Y PROTEGER EL CARTÍLAGO. 30G SOBRE POLVO SOBRES  7 CM DE ALTO, 10 CM DE LARGO, 10 CM DE ANCHO","Triple acción por la combiación de Glucosamina + 
Meloxicam para aliviar el dolor, reducir la 
inflamación y proteger el cartílago.",,30,,," 7 cm de alto, 10 cm de largo, 10 cm de ancho",,,2026-02-19,PF - 57950 ,7.84032E+12,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,
297,,,,DOWNY AMANECER 730ML,DOWNY AMANECER 730ML 1 OTROS (RUTEO) BOTE,,,1,,,,,,2026-03-17,9035,7.50044E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
298,,,,Diglet Gotas ATADO,"MEFASAFARMA DIGLET GOTAS ATADO VIT D3COLECLCIFEROL 1G GOTAS CAJA (DIGLET GOTAS ATADO, POR LA COMPRA DE UNO EL ATADO TIENE UN 25% DE DESCUENTO CONSUMIDOR FINAL)",VIT D3COLECLCIFEROL,,1,,,,,"Diglet gotas atado, por la compra de uno el atado tiene un 25% de descuento consumidor final",2028-10-26,8.43603E+12,8.43603E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
299,,,,ARCOR POOSH MENTA BZ,ALZA ARCOR POOSH MENTA BZ 40 5G OTROS (RUTEO) DISPLAY,40,,5,,,,,,2029-08-13,A-103641,7.89112E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
300,,,,LOCION ESENCIAL RENOVADORA LUMINOSIDAD,"LOCION ESENCIAL RENOVADORA LUMINOSIDAD ILUMINA, RENUEVA, RELLENA, ANTI EDAD 1ML LOCION BOTE 122ML","Ilumina, renueva, rellena, anti edad",,1,,,122ml,,,2028-02-02,"En trámite de renovación, contraseña: NYJH0	",3.66001E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
301,,,,HYSEAC PATE SOS,URIAGE  HYSEAC PATE SOS UNGUENTO SOS ANTIIMPERFECCIONES 15G UNGUENTO CAJA 1,UNGUENTO SOS ANTIIMPERFECCIONES,,15,,,1,,,2030-05-27,PT-129772,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
302,,,,PHARA PRAMID GOTAS ,PHARA PRAMID GOTAS  GOTERO 15 ML  1ML GOTAS BOTE,GOTERO 15 ML ,,1,,,,,,2030-06-06,PF-66931-2025,7.4011E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,
303,,,,Flexitrol Advance,"FLEXITROL ADVANCE 40 MG COLÁGENO UC II
30 MG CURCUMIN C3 COMPLEX
75 MG MAGNESIO 
15 MG VITAMINA C
6 MG ZINC 30LB CAPSULA CAJA 30 CÁPSULAS (2+1 FLEXITROL ADVANCE)","40 mg Colágeno UC II
30 mg Curcumin C3 Complex
75 mg Magnesio 
15 mg Vitamina C
6 mg Zinc",,30,,,30 cápsulas,,2+1 Flexitrol Advance,2029-05-29,B-35468,7.40116E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
304,,,,Vinícola Presidente Tinto,ALZA VINÍCOLA PRESIDENTE TINTO 355ML OTROS (RUTEO) FRASCO,,,355,,,,,,2028-03-24,B-285,7.40101E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
305,,,,Sidra Espumosa Wells Manzana,ALZA SIDRA ESPUMOSA WELLS MANZANA 750ML OTROS (RUTEO) FRASCO,,,750,,,,,,2029-04-09,B-10915,7.40101E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
306,,,,AGUA ESTERIL UNIDAD 100 ML,HOSPI AGUA ESTERIL UNIDAD 100 ML AGUA ESTERIL 1ML SOLUCION BOLSA,AGUA ESTERIL,,1,,,,,,2026-07-30,PF53515,8.90424E+12,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
307,,,,Glifoglu,HOSPI GLIFOGLU ANTIDIABETICO 30LB TABLETA RECUBIERTA CAJA 10MG DE DAPAGLIFLOZINA POR TABLETA (30 TABLETAS MAS 15 TABLETAS GRATIS),Antidiabetico,,30,,,10mg de dapagliflozina por tableta,,30 tabletas mas 15 tabletas gratis,2030-05-27,"66,879",7.0602E+11,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,
308,,,,ATOPREL EMOLIENTE BAUME FREZYDERM,FREZYDERM (GRECIA) CTRL ATOPREL EMOLIENTE BAUME FREZYDERM 1ML CREMA FRASCO,,,1,,,,,,2030-02-11,PT-127921,5.20289E+12,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
309,,,,Sidra Espumosa Wells Fresa,ALZA SIDRA ESPUMOSA WELLS FRESA 750ML OTROS (RUTEO) FRASCO,,,750,,,,,,2030-02-27,B-22939,7.40101E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
310,,,,COLLARIN SUAVE  COLOR GRIS TALLA XL,COLLARIN SUAVE  COLOR GRIS TALLA XL COLLARIN SUAVE COLOR GRIS TALLA XL  2.25 1G OTROS (RUTEO) BOLSA TALLA XL (BONO 7.00),COLLARIN SUAVE COLOR GRIS TALLA XL ,,1,,,TALLA XL,2.25,BONO 7.00,2030-01-01,PMQ-18975,515-0020905,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
311,,,,CALCIUM Y VITAMIN D3 GUMMY,"CALCIUM Y VITAMIN D3 GUMMY GOMITAS  CALCIO Y VITAMINA D3, AYUDA A MEJORAR LA FUERZA DE LOS HUESOS Y LOS DIENTES. COMBATE OSTEOPOROSIS 1 GOMITAS BOTE","GOMITAS  CALCIO Y VITAMINA D3, AYUDA A MEJORAR LA FUERZA DE LOS HUESOS Y LOS DIENTES. COMBATE OSTEOPOROSIS",,1,,,,,,2029-07-19,PFD-65528,8.90422E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
312,,,,COAPROVEL 300 MG; 25 MG X 28,CTRL COAPROVEL 300 MG; 25 MG X 28 TRATAMIENTO DE LA HIPERTENSION ESENCIAL 28ML TABLETA BLISTER,TRATAMIENTO DE LA HIPERTENSION ESENCIAL,,28,,,,,,2027-07-12,PF-39175-2022,3.58291E+12,,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
313,,,,FACE SERUM HYALURONIC ACID,FREZYDERM (GRECIA) FACE SERUM HYALURONIC ACID SERUM 30ML CREMA FACIAL CAJA,SERUM,,30,,,,,,2030-02-11,PT-127931,5.20289E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
314,,,,KALEIDON AD,KALEIDON AD INDICADO COMO TRATAMIENTO COADYUVANTE PARA REESTABLECER LA FLORA INTESTINAL EN PROCESOS DIARREICOS AGUDOS COMO DIARREAS INFECCIOSAS O DIARREAS CAUSADAS POR ANTIBIÓTICOS  10 SOBRE POLVO CAJA,Indicado como tratamiento coadyuvante para reestablecer la flora intestinal en procesos diarreicos agudos como diarreas infecciosas o diarreas causadas por antibióticos ,,10,,,,,,2028-03-23,PFD-62897-2023,7.40605E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
315,,,,REVAGREL 90 MG 30 TAB,REVAGREL 90 MG 30 TAB TABLETAS RECUBIERTAS PARA  DOLORES MUSCULARES DOLORES LEVES 1 TABLETA RECUBIERTA CAJA,TABLETAS RECUBIERTAS PARA  DOLORES MUSCULARES DOLORES LEVES,,1,,,,,,2029-08-08,PF-65662,8.90416E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
316,,,,GLIFOGLU,HOSPI GLIFOGLU ANTIDIABETICO 30LB TABLETA CAJA 0.0961 (CAJA 30 TABLERTAS RECUBIERTAS MAS 15 TABLETAS GRATIS),Antidiabetico,,30,,,0.0961,,caja 30 tablertas recubiertas mas 15 tabletas gratis,2030-05-27,"PF 66,879",7.0602E+11,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
317,,,,EFFACLAR MICROPEELING 400 ML,EFFACLAR MICROPEELING 400 ML LIMPIA LA PIEL INTENSAMENTE ELIMINA IMPUREZAS 0ML DERMGEL CAJA 400,LIMPIA LA PIEL INTENSAMENTE ELIMINA IMPUREZAS,,0,,,400,,,2025-02-13,PT-98734,3.33788E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
318,,,,GUDSPORT Nose Strip Azul sobre x 30 Unidades,GUDSPORT NOSE STRIP AZUL SOBRE X 30 UNIDADES TIRA NASAL GUDSPORT. COLOR AZUL. 30G OTROS (RUTEO) DOYPACK,Tira Nasal Gudsport. Color Azul.,,30,,,,,,2027-11-30,40.15281/CAT,8.43662E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
319,,,,GEL FIJADOR SUPER FIX,SUPER FIX GEL FIJADOR SUPER FIX MULTIVITAMINICO -3G GEL BOTE 275,MULTIVITAMINICO,,-3,,,275,,,2028-08-25,PT-119178,7.50302E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,
320,,,,ISDIN Fotoprotector Fusion Water MAGIC By Alcaraz SPF50,ISDIN FOTOPROTECTOR FUSION WATER MAGIC BY ALCARAZ SPF50 PROTECTOR SOLAR FACIAL DE USO DIARIO IDEAL PARA EL DEPORTE 50ML CREMA FACIAL BOTE,Protector solar facial de uso diario ideal para el deporte,,50,,,,,,2030-06-06,129982,8.42942E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
321,,,,EAU THERMALE ,URIAGE  EAU THERMALE  AGUA TERMAL  150ML SOLUCION SPRAY BOTE 1,AGUA TERMAL ,,150,,,1,,,2030-05-27,PT-129771,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
322,,,,EAU THERMALE CREME D´EAU SPF 20 T,URIAGE EAU THERMALE CREME D´EAU SPF 20 T CREMA HIDRATANTE DE DIA CON ACIDO HIALURONIC Y SPF 20 40ML CREMA FACIAL CAJA 1,CREMA HIDRATANTE DE DIA CON ACIDO HIALURONIC Y SPF 20,,40,,,1,,,2030-05-27,PT-129771,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
323,,,,SENSIBIO H2O 250ML + PHOTODERM AQUAFLUIDO NEUTRO SPF50+ 40ML,SENSIBIO H2O 250ML + PHOTODERM AQUAFLUIDO NEUTRO SPF50+ 40ML PACK DE AGUA MICELAR QUE LIMPIA Y DESMAQUILLA RESPETANDO LA FRAGILIDAD DE LAS PIELES SENSIBLES - PROTECCIÓN SOLAR MUY ALTA CON UNA TEXTURA FLUIDA Y LIGERA. 2ML LIQUIDO CAJA 250ML-40ML,Pack de agua micelar que limpia y desmaquilla respetando la fragilidad de las pieles sensibles - Protección solar muy alta con una textura fluida y ligera.,,2,,,250ml-40ml,,,2026-08-09,PT-78819-PT78905,6.77144E+11,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
324,,,,FENOBRAT (FENOFIBRATO 160 MG) * 30 CÁPSULAS,FENOBRAT (FENOFIBRATO 160 MG) * 30 CÁPSULAS 30 CAPSULA CAJA,,,30,,,,,,2028-05-10,63113,2.35074E+12,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
